c,si,mn,p,s,ni,cr,mo,cu,v,al,n,nb+ta,temp,yield
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,200,411
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,300,396
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,350,397
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,400,351
0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.0,0.032,0.0098,0.0,450,342
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,27,476
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,100,456
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,200,443
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,300,432
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,350,409
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,400,422
0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.0,450,403
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,27,514
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,100,497
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,200,511
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,300,451
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,350,459
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,400,415
0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.0,450,388
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,27,623
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,100,637
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,200,594
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,300,573
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,350,517
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,400,500
0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.0,450,483
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,27,666
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,100,541
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,200,507
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,300,491
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,350,467
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,400,450
0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.0,450,409
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,27,533
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,100,510
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,200,482
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,300,464
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,350,437
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,400,447
0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.0,450,396
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,27,455
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,100,426
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,200,394
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,300,372
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,350,357
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,400,341
0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.0,450,321
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,27,501
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,100,513
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,200,482
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,300,408
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,350,451
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,400,422
0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.0,450,388
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,27,530
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,100,486
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,200,465
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,300,511
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,350,451
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,400,459
0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.0,450,383
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,27,539
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,100,508
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,200,497
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,300,471
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,350,447
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,400,438
0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.0,450,403
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,27,513
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,100,521
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,200,500
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,300,488
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,350,469
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,400,437
0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.0,450,402
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,27,483
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,100,468
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,200,411
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,300,399
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,350,395
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,400,360
0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.0,450,312
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,27,488
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,100,463
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,200,445
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,300,425
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,350,420
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,400,407
0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.0,450,356
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,27,537
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,100,508
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,200,532
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,300,461
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,350,465
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,400,413
0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.0,450,411
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,27,476
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,100,451
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,200,426
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,300,410
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,350,391
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,400,378
0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.0,450,359
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,27,577
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,100,546
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,200,542
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,300,483
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,350,487
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,400,452
0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.0,450,404
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,27,359
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,100,371
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,150,367
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,200,358
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,250,305
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,300,290
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,350,258
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,400,243
0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0.0017,450,240
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,27,382
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,100,381
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,150,372
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,200,396
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,250,326
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,300,282
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,350,268
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,400,244
0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.005,0.0116,0.0017,450,224
